,livro,cap,versiculos,texto
0,jó,4,3,Pense bem! Você ensinou a tantos; fortaleceu mãos fracas.
0,jó,4,4,Suas palavras davam firmeza aos que tropeçavam; você fortaleceu joelhos vacilantes.
0,jó,4,5,"Mas agora que se vê em dificuldade, você se desanima; quando você é atingido, fica prostrado."
0,jó,4,6,"Sua vida piedosa não lhe inspira confiança, e o seu procedimento irrepreensível não lhe dá esperança?"
0,jó,4,7,"""Reflita agora: Qual foi o inocente que chegou a perecer? Onde foi que os íntegros sofreram destruição?"
0,jó,4,8,"Pelo que tenho observado, quem cultiva o mal e semeia maldade, isso também colherá."
0,jó,4,9,Pelo sopro de Deus são destruídos; pelo vento de sua ira eles perecem.
0,jó,4,10,"Os leões podem rugir e rosnar, mas até os dentes dos leões fortes se quebram."
0,jó,4,11,"O leão morre por falta de presa, e os filhotes da leoa se dispersam."
0,jó,4,12,"""Disseram-me uma palavra em segredo, da qual os meus ouvidos captaram um murmúrio."
0,jó,4,13,"Em meio a sonhos perturbadores da noite, quando cai sono profundo sobre os homens,"
0,jó,4,14,temor e tremor se apoderaram de mim e fizeram estremecer todos os meus ossos.
0,jó,4,15,"Um espírito roçou o meu rosto, e os pêlos do meu corpo se arrepiaram."
0,jó,4,16,"Ele parou, mas não pude identificá-lo. Um vulto se pôs diante dos meus olhos, e ouvi uma voz suave, que dizia:"
0,jó,4,17,‘Poderá algum mortal ser mais justo que Deus? Poderá algum homem ser mais puro que o seu Criador?
0,jó,4,18,"Se Deus não confia em seus servos, se vê erro em seus anjos e os acusa,"
0,jó,4,19,"quanto mais nos que moram em casas de barro, cujos alicerces estão no pó! São mais facilmente esmagados que uma traça!"
0,jó,4,20,"Entre o alvorecer e o crepúsculo são despedaçados; perecem para sempre, sem sequer serem notados."
0,jó,4,21,"Não é certo que as cordas de suas tendas são arrancadas, e eles morrem sem sabedoria? ’"
0,jó,5,1,"""Clame, se quiser, mas quem o ouvirá? Para qual dos seres celestes você se voltará?"
0,jó,5,2,"O ressentimento mata o insensato, e a inveja destrói o tolo."
0,jó,5,3,"Eu mesmo já vi um insensato lançar raízes, mas de repente a sua casa foi amaldiçoada."
0,jó,5,4,"Seus filhos longe estão de desfrutar segurança, maltratados nos tribunais, não há quem os defenda."
0,jó,5,5,"Os famintos devoram a sua colheita, tirando-a até do meio dos espinhos, e os sedentos sugam a sua riqueza."
0,jó,5,6,"Pois o sofrimento não brota do pó, e as dificuldades não nascem do chão."
0,jó,5,7,No entanto o homem nasce para as dificuldades tão certamente como as fagulhas voam para cima.
0,jó,5,8,"""Mas, se fosse comigo, eu apelaria para Deus; apresentaria a ele a minha causa."
0,jó,5,9,"Ele realiza maravilhas insondáveis, milagres que não se pode contar."
0,jó,5,10,"Derrama chuva sobre a terra, e envia água sobre os campos."
0,jó,5,11,"Os humildes, ele os exalta, e traz os que pranteiam a um lugar de segurança."
0,jó,5,12,"Ele frustra os planos dos astutos, para que fracassem as mãos deles."
0,jó,5,13,"Apanha os sábios na astúcia deles, e as maquinações dos astutos são malogradas por sua precipitação."
0,jó,5,14,As trevas vêm sobre eles em pleno dia; ao meio-dia eles tateiam como se fosse noite.
0,jó,5,15,Ele salva o oprimido da espada que trazem na boca; salva-o das garras dos poderosos.
0,jó,5,16,"Por isso os pobres têm esperança, e a injustiça cala a boca."
0,jó,5,17,"""Como é feliz o homem a quem Deus corrige; portanto, não despreze a disciplina do Todo-poderoso."
0,jó,5,18,"Pois ele fere, mas dela vem tratar; ele machuca, mas suas mãos também curam."
0,jó,5,19,De seis desgraças ele o livrará; em sete delas você nada sofrerá.
0,jó,5,20,"Na fome ele o livrará da morte, e na guerra o livrará do golpe da espada."
0,jó,5,21,"Você será protegido do açoite da língua, e não precisará ter medo quando a destruição chegar."
0,jó,5,22,"Você rirá da destruição e da fome, e não precisará temer as feras da terra."
0,jó,5,23,"Pois fará aliança com as pedras do campo, e os animais selvagens estarão em paz com você."
0,jó,5,24,Você saberá que a sua tenda é segura; contará os seus bens da tua morada e de nada achará falta.
0,jó,5,25,"Você saberá que os seus filhos serão muitos, e que os seus descendentes serão como a relva da terra."
0,jó,5,26,"Você irá para a sepultura em pleno vigor, como um feixe recolhido no devido tempo."
0,jó,5,27,"""Foi isso que verificamos ser verdade. Portanto, ouça e aplique isso à sua vida""."
0,jó,6,1,Então Jó respondeu:
0,jó,6,2,"""Se tão-somente pudessem pesar a minha aflição e pôr na balança a minha desgraça!"
0,jó,6,3,Veriam que o seu peso é maior que o da areia dos mares. Por isso as minhas palavras são tão impetuosas.
0,jó,6,4,"As flechas do Todo-poderoso estão cravadas em mim, e o meu espírito suga delas o veneno; os terrores de Deus estão posicionados contra mim."
0,jó,6,5,"Zurra o jumento selvagem, se tiver capim? Muge o boi, se tiver forragem?"
0,jó,6,6,"Come-se sem sal uma comida insípida? E a clara do ovo, tem algum sabor?"
0,jó,6,7,Recuso-me a tocar nisso; esse tipo de comida causa-me repugnância.
0,jó,6,8,"""Se tão-somente fosse atendido o meu pedido, se Deus me concedesse o meu desejo,"
0,jó,6,9,"se Deus se dispusesse a esmagar-me, a soltar a mão protetora e eliminar-me!"
0,jó,6,10,"Pois eu ainda teria o consolo, minha alegria em meio à dor implacável, de não ter negado as palavras do Santo."
0,jó,6,11,"""Que esperança posso ter, se já não tenho forças? Como posso ter paciência, se não tenho futuro?"
0,jó,6,12,Acaso tenho a força da pedra? Acaso a minha carne é de bronze?
0,jó,6,13,"Haverá poder que me ajude, agora que os meus recursos se foram?"
0,jó,6,14,"""Um homem desesperado deve receber a compaixão de seus amigos, muito embora ele tenha abandonado o temor do Todo-poderoso."
0,jó,6,15,"Mas os meus irmãos enganaram-me como riachos temporários, como os riachos que transbordam"
0,jó,6,16,"quando o degelo os torna turvos e a neve que se derrete os faz encher,"
0,jó,6,17,"mas que param de fluir no tempo da seca, e no calor desaparecem dos seus leitos."
0,jó,6,18,As caravanas se desviam de suas rotas; sobem para lugares desertos e perecem.
0,jó,6,19,"Procuram água as caravanas de Temá, olham esperançosos os mercadores de Sabá."
0,jó,6,20,"Ficam tristes, porque estavam confiantes; lá chegaram tão-somente para sofrer decepção."
0,jó,6,21,"Pois agora vocês de nada me valeram; contemplam minha temível situação, e se enchem de medo."
0,jó,6,22,Alguma vez lhes pedi que me dessem alguma coisa? Ou que da sua riqueza pagassem resgate por mim?
0,jó,6,23,Ou que me livrassem das mãos do inimigo? Ou que me libertassem das garras de quem me oprime?
0,jó,6,24,"""Ensinem-me, e eu me calarei; mostrem-me onde errei."
0,jó,6,25,Como doem as palavras verdadeiras! Mas o que provam os argumentos de vocês?
0,jó,6,26,Vocês pretendem corrigir o que digo e tratar como vento as palavras de um homem desesperado?
0,jó,6,27,Vocês seriam capazes de pôr em sorteio o órfão e de vender um amigo por uma bagatela!
0,jó,6,28,"""Mas agora, tenham a bondade de olhar para mim. Será que eu mentiria na frente de vocês?"
0,jó,6,29,"Reconsiderem a questão, não sejam injustos; tornem a analisá-la, pois a minha integridade está em jogo."
0,jó,6,30,Há alguma iniqüidade em meus lábios? Será que a minha boca não consegue discernir a maldade?
0,jó,7,1,"""Não é pesado o labor do homem na terra? Seus dias não são como os de um assalariado?"
0,jó,7,2,"Como o escravo que anseia pelas sombras do entardecer, ou como o assalariado que espera ansioso pelo pagamento,"
0,jó,7,3,"assim me deram meses de ilusão, e noites de desgraça me foram destinadas."
0,jó,7,4,"Quando me deito, fico pensando: ‘Quanto vai demorar para eu me levantar? ’ A noite se arrasta, e eu fico me virando na cama até o amanhecer."
0,jó,7,5,"Meu corpo está coberto de vermes e cascas de ferida, minha pele está rachada e vertendo pus."
0,jó,7,6,"""Meus dias correm mais depressa que a lançadeira do tecelão, e chegam ao fim sem nenhuma esperança."
0,jó,7,7,"Lembra-te, ó Deus, de que a minha vida não passa de um sopro; meus olhos jamais tornarão a ver a felicidade."
0,jó,7,8,"Os que agora me vêem, nunca mais me verão; puseste o teu olhar em mim, e já não existo."
0,jó,7,9,"Assim como a nuvem esvai-se e desaparece, assim quem desce à sepultura não volta."
0,jó,7,10,Nunca mais voltará ao seu lar; a sua habitação não mais o conhecerá.
0,jó,7,11,"""Por isso não me calo; na aflição do meu espírito me desabafarei, na amargura da minha alma farei as minhas queixas."
0,jó,7,12,"Sou eu o mar, ou o monstro das profundezas, para que me ponhas sob guarda?"
0,jó,7,13,"Quando penso que a minha cama me consolará e que o meu leito aliviará a minha queixa,"
0,jó,7,14,mesmo aí me assustas com sonhos e me aterrorizas com visões.
0,jó,7,15,Prefiro ser estrangulado e morrer do que sofrer assim;
0,jó,7,16,"sinto desprezo pela minha vida! Não vou viver para sempre; deixa-me, pois os meus dias não têm sentido."
0,jó,7,17,"""Que é o homem, para que lhe dês importância e atenção,"
0,jó,7,18,para que o examines a cada manhã e o proves a cada instante?
0,jó,7,19,"Nunca desviarás de mim o teu olhar? Nunca me deixarás a sós, nem por um instante?"
0,jó,7,20,"Se pequei, que mal te causei, ó tu que vigias os homens? Por que me tornaste teu alvo? Acaso tornei-me um fardo para ti?"
0,jó,7,21,"Por que não perdoas as minhas ofensas e não apagas os meus pecados? Pois logo me deitarei no pó; tu me procurarás, mas eu já não existirei""."
0,jó,8,1,"Então Bildade, de Suá, respondeu:"
0,jó,8,2,"""Até quando você vai falar desse modo? Suas palavras são um grande vendaval!"
0,jó,8,3,Acaso Deus torce a justiça? Será que o Todo-poderoso torce o que é direito?
0,jó,8,4,"Quando os seus filhos pecaram contra ele, ele os castigou pelo mal que fizeram."
0,jó,8,5,"Mas, se você procurar a Deus e implorar junto ao Todo-poderoso,"
0,jó,8,6,"se você for íntegro e puro, ele se levantará agora mesmo em seu favor e o restabelecerá no lugar que por justiça cabe a você."
0,jó,8,7,"O seu começo parecerá modesto, mas o seu futuro será de grande prosperidade."
0,jó,8,8,"""Pergunte às gerações anteriores e veja o que os seus pais aprenderam,"
0,jó,8,9,pois nós nascemos ontem e não sabemos nada. Nossos dias na terra não passam de uma sombra.
0,jó,8,10,"Acaso eles não o instruirão, não lhe falarão? Não proferirão palavras vindas do entendimento?"
0,jó,8,11,Poderá o papiro crescer senão no pântano? Sem água cresce o junco?
0,jó,8,12,"Mal cresce e, antes de ser colhido, seca-se, mais depressa que qualquer grama."
0,jó,8,13,Esse é o destino de todo o que se esquece de Deus; assim perece a esperança dos ímpios.
0,jó,8,14,"Aquilo em que ele confia é frágil, aquilo em que se apóia é uma teia de aranha."
0,jó,8,15,"Encosta-se em sua teia, mas ela cede; agarra-se a ela, mas ela não agüenta."
0,jó,8,16,"Ele é como uma planta bem regada ao brilho do sol, espalhando seus brotos pelo jardim;"
0,jó,8,17,entrelaça as raízes em torno de um monte de pedras e procura um lugar entre as rochas.
0,jó,8,18,"Mas, quando é arrancada do seu lugar, este o rejeita e diz: ‘Nunca o vi’."
0,jó,8,19,"Esse é o fim da sua vida, e do solo brotam outras plantas."
0,jó,8,20,"""Pois o certo é que Deus não rejeita o íntegro, e não fortalece as mãos dos que fazem o mal."
0,jó,8,21,"Mas, quanto a você, ele encherá de riso a sua boca e de brados de alegria os seus lábios."
0,jó,8,22,"Seus inimigos se vestirão de vergonha, e as tendas dos ímpios não mais existirão""."
0,jó,9,1,Então Jó respondeu:
0,jó,9,2,"""Bem sei que isso é verdade. Mas como pode o mortal ser justo diante de Deus?"
0,jó,9,3,"Ainda que quisesse discutir com ele, não conseguiria argumentar nem uma vez em mil."
0,jó,9,4,"Sua sabedoria é profunda, seu poder é imenso. Quem tentou resisti-lo e saiu ileso?"
0,jó,9,5,"Ele transporta montanhas sem que elas o saibam, e em sua ira as põe de cabeça para baixo."
0,jó,9,6,"Sacode a terra e a tira do lugar, e faz suas colunas tremerem."
0,jó,9,7,"Fala com o sol, e ele não brilha; ele veda e esconde a luz das estrelas."
0,jó,9,8,Só ele estende os céus e anda sobre as ondas do mar.
0,jó,9,9,"Ele é o Criador da Ursa e do Órion, das Plêiades e das constelações do sul."
0,jó,9,10,"Realiza maravilhas que não se podem perscrutar, milagres incontáveis."
0,jó,9,11,"Quando passa por mim, não posso vê-lo; se passa junto de mim, não o percebo."
0,jó,9,12,"Se ele apanha algo, quem pode pará-lo? Quem pode dizer-lhe: ‘O que fazes? ’"
0,jó,9,13,Deus não refreia a sua ira; até o séquito de Raabe encolheu-se diante dos seus pés.
0,jó,9,14,"""Como então poderei eu discutir com ele? Como achar palavras para com ele argumentar?"
0,jó,9,15,"Embora inocente, eu seria incapaz de responder-lhe; poderia apenas implorar misericórdia ao meu Juiz."
0,jó,9,16,"Mesmo que eu o chamasse e ele me respondesse, não creio que me daria ouvidos."
0,jó,9,17,Ele me esmagaria com uma tempestade e sem motivo multiplicaria minhas feridas.
0,jó,9,18,"Não me permitiria recuperar o fôlego, mas me engolfaria em agruras."
0,jó,9,19,"Se é questão de força, ele é poderoso! E se é questão de justiça, quem o intimará?"
0,jó,9,20,"Mesmo sendo eu inocente, minha boca me condenaria; se eu fosse íntegro, ela me declararia culpado."
0,jó,9,21,"""Conquanto eu seja íntegro, já não me importo comigo; desprezo a minha própria vida."
0,jó,9,22,É tudo a mesma coisa; por isso digo: Ele destrói tanto o íntegro como o ímpio.
0,jó,9,23,"Quando um flagelo causa morte repentina, ele zomba do desespero dos inocentes."
0,jó,9,24,"Quando um país cai nas mãos dos ímpios, ele venda os olhos de seus juízes. Se não é ele, quem é então? """
0,jó,9,25,"""Meus dias correm mais velozes que um atleta; eles voam sem um vislumbre de alegria."
0,jó,9,26,"Passam como barcos de papiro, como águias que mergulham sobre as presas."
0,jó,9,27,"Se eu disser: Vou esquecer a minha queixa, vou mudar o meu semblante e sorrir,"
0,jó,9,28,"ainda assim me apavoro com todos os meus sofrimentos, pois sei que não me considerarás inocente."
0,jó,9,29,"Uma vez que já fui considerado culpado, por que deveria eu lutar em vão?"
0,jó,9,30,"Mesmo que eu me lavasse com sabão e limpasse as minhas mãos com soda de lavadeira,"
0,jó,9,31,"tu me atirarias num poço de lodo, para que até as minhas roupas me detestassem."
0,jó,9,32,"""Ele não é homem como eu, para que eu lhe responda, e nos enfrentemos em juízo."
0,jó,9,33,"Se tão-somente houvesse alguém para servir de árbitro entre nós, para impor as mãos sobre nós dois,"
0,jó,9,34,"alguém que afastasse de mim a vara de Deus, para que o seu terror não mais me assustasse!"
0,jó,9,35,Então eu falaria sem medo; mas não é esse o caso.
0,jó,10,1,"""Minha vida só me dá desgosto; por isso darei vazão à minha queixa e de alma amargurada me expressarei."
0,jó,10,2,"Direi a Deus: Não me condenes, revela-me que acusações tens contra mim."
0,jó,10,3,"Tens prazer em oprimir-me, em rejeitar a obra de tuas mãos, enquanto sorris para o plano dos ímpios?"
0,jó,10,4,Acaso tens olhos de carne? Enxergas como os mortais?
0,jó,10,5,Teus dias são como os de qualquer mortal? Os anos de tua vida são como os do homem?
0,jó,10,6,"Pois investigas a minha iniqüidade e vasculhas o meu pecado,"
0,jó,10,7,embora saibas que não sou culpado e que ninguém pode livrar-me das tuas mãos.
0,jó,10,8,"""Foram as tuas mãos que me formaram e me fizeram. Irás agora voltar-te e destruir-me?"
0,jó,10,9,"Lembra-te de que me moldaste como o barro, e agora me farás voltar ao pó?"
0,jó,10,10,Acaso não me despejaste como leite e não me coalhaste como queijo?
0,jó,10,11,Não me vestiste de pele e carne e não me juntaste com ossos e tendões?
0,jó,10,12,"Deste-me vida e foste bondoso para comigo, e na tua providência cuidaste do meu espírito."
0,jó,10,13,"""Mas algo escondeste em teu coração, e bem sei que és tu:"
0,jó,10,14,"Se eu pecasse, me estarias observando e não deixarias sem punição a minha ofensa."
0,jó,10,15,"Se eu fosse culpado, ai de mim! Mesmo sendo inocente, não posso erguer a cabeça, pois estou dominado pela vergonha e mergulhado na minha aflição."
0,jó,10,16,"Se mantenho a cabeça erguida, ficas à minha espreita como um leão, e de novo manifestas contra mim o teu poder tremendo."
0,jó,10,17,"Trazes novas testemunhas contra mim e contra mim aumentas a tua ira; teus exércitos atacam-me, em batalhões sucessivos."
0,jó,10,18,"""Então, por que me fizeste sair do ventre? Eu preferia ter morrido antes que pudesse ser visto."
0,jó,10,19,"Se tão-somente eu jamais tivesse existido, ou fosse levado direto do ventre para a sepultura!"
0,jó,10,20,"Já estariam no fim os meus poucos dias? Afasta-te de mim, para que eu tenha um instante de alegria,"
0,jó,10,21,"antes que eu vá para o lugar do qual não há retorno, para a terra de sombras e densas trevas,"
0,jó,10,22,"para a terra tenebrosa como a noite, terra de trevas e de caos, onde até mesmo a luz é trevas""."
0,jó,11,1,"Então Zofar, de Naamate, respondeu:"
0,jó,11,2,"""Ficarão sem resposta todas essas palavras? Irá se confirmar o que esse tagarela diz?"
0,jó,11,3,Sua conversa tola calará os homens? Ninguém o repreenderá por sua zombaria?
0,jó,11,4,"Você diz a Deus: ‘A doutrina que eu aceito é perfeita, e sou puro aos teus olhos’."
0,jó,11,5,"Ah, se Deus lhe falasse, se abrisse os lábios contra você"
0,jó,11,6,e lhe revelasse os segredos da sabedoria! Pois a verdadeira sabedoria é complexa. Fique sabendo que Deus esqueceu alguns dos seus pecados.
0,jó,11,7,"""Você consegue perscrutar os mistérios de Deus? Pode sondar os limites do Todo-poderoso?"
0,jó,11,8,São mais altos que os céus! Que é que você poderá fazer? São mais profundos que as profundezas! O que você poderá saber?
0,jó,11,9,Seu comprimento é maior do que a terra e a sua largura é maior do que o mar.
0,jó,11,10,"""Se ele ordena uma prisão e convoca o tribunal, quem poderá opor-se?"
0,jó,11,11,Pois ele identifica os enganadores; e não reconhece a iniqüidade logo que a vê?
0,jó,11,12,Mas o tolo só será sábio quando a cria do jumento selvagem nascer homem.
0,jó,11,13,"""Contudo, se você lhe consagrar o coração, e estender as mãos para ele;"
0,jó,11,14,"se afastar das suas mãos o pecado, e não permitir que a maldade habite em sua tenda,"
0,jó,11,15,então você levantará o rosto sem envergonhar-se; serás firme e destemido.
0,jó,11,16,"Você esquecerá as suas desgraças, lembrando-as apenas como águas passadas."
0,jó,11,17,"A vida será mais refulgente que o meio-dia, e as trevas serão como a manhã que brilha."
0,jó,11,18,"Você estará confiante, graças a esperança que haverá; olhará ao redor, e repousará em segurança."
0,jó,11,19,"Você se deitará, e ninguém lhe causará medo, e muitos procurarão o seu favor."
0,jó,11,20,"Mas os olhos dos ímpios fenecerão, e em vão procurarão refúgio; o suspiro da morte será a esperança que terão""."
0,jó,12,1,Então Jó respondeu:
0,jó,12,2,"""Sem dúvida vocês são o povo, e a sabedoria morrerá com vocês!"
0,jó,12,3,Mas eu tenho a mesma capacidade de pensar que vocês têm; não sou inferior a vocês. Quem não sabe dessas coisas?
0,jó,12,4,"""Tornei-me objeto de riso para os meus amigos, eu que clamava a Deus e ele me respondia, eu, íntegro e irrepreensível, um mero objeto de riso!"
0,jó,12,5,"Quem está bem despreza a desgraça, o destino daqueles cujos pés escorregam."
0,jó,12,6,"As tendas dos saqueadores não sofrem perturbação, e aqueles que provocam a Deus estão seguros, aqueles que transportam o seu deus em suas mãos."
0,jó,12,7,"""Pergunte, porém, aos animais, e eles o ensinarão, ou às aves do céu, e elas lhe contarão;"
0,jó,12,8,"fale com a terra, e ela o instruirá, deixe que os peixes do mar o informem."
0,jó,12,9,Quem de todos eles ignora que a mão do Senhor fez isso?
0,jó,12,10,Em sua mão está a vida de cada criatura e o fôlego de toda a humanidade.
0,jó,12,11,O ouvido não experimenta as palavras como a língua experimenta a comida?
0,jó,12,12,A sabedoria se acha entre os idosos? A vida longa traz entendimento?
0,jó,12,13,"""Deus é que tem sabedoria e poder; a ele pertencem o conselho e o entendimento."
0,jó,12,14,O que ele derruba não se pode reconstruir; aquele a quem ele aprisiona ninguém pode libertar.
0,jó,12,15,"Se ele retém as águas, predomina a seca; se as solta, devastam a terra."
0,jó,12,16,A ele pertencem a força e a sabedoria; tanto o enganado quanto o enganador a ele pertencem.
0,jó,12,17,"Ele despoja e demite os conselheiros, e faz os juízes de tolos."
0,jó,12,18,"Tira as algemas postas pelos reis, e amarra uma faixa em torno da cintura deles."
0,jó,12,19,"Despoja e demite os sacerdotes, e arruína os homens de sólida posição."
0,jó,12,20,"Cala os lábios dos conselheiros de confiança, e tira o discernimento dos anciãos."
0,jó,12,21,"Derrama desprezo sobre os nobres, e desarma os poderosos."
0,jó,12,22,"Revela coisas profundas das trevas, e traz à luz densas sombras."
