,livro,cap,versiculos,texto
0,1co,6,12,"""Tudo me é permitido"", mas nem tudo convém. ""Tudo me é permitido"", mas eu não deixarei que nada domine."
0,1co,6,13,"""Os alimentos foram feitos para o estômago e o estômago para os alimentos"", mas Deus destruirá ambos. O corpo, porém, não é para a imoralidade, mas para o Senhor, e o Senhor para o corpo."
0,1co,6,14,"Por seu poder, Deus ressuscitou o Senhor e também nos ressuscitará."
0,1co,6,15,Vocês não sabem que os seus corpos são membros de Cristo? Tomarei eu os membros de Cristo e os unirei a uma prostituta? De modo nenhum!
0,1co,6,16,"Vocês não sabem que aquele que se une a uma prostituta é um corpo com ela? Pois, como está escrito: ""Os dois serão uma só carne""."
0,1co,6,17,Mas aquele que se une ao Senhor é um espírito com ele.
0,1co,6,18,"Fujam da imoralidade sexual. Todos os outros pecados que alguém comete, fora do corpo os comete; mas quem peca sexualmente, peca contra o seu próprio corpo."
0,1co,6,19,"Acaso não sabem que o corpo de vocês é santuário do Espírito Santo que habita em vocês, que lhes foi dado por Deus, e que vocês não são de si mesmos?"
0,1co,6,20,"Vocês foram comprados por alto preço. Portanto, glorifiquem a Deus com o corpo de vocês."
0,1co,7,1,"Quanto aos assuntos sobre os quais vocês escreveram, é bom que o homem não toque em mulher,"
0,1co,7,2,"mas, por causa da imoralidade, cada um deve ter sua esposa, e cada mulher o seu próprio marido."
0,1co,7,3,"O marido deve cumprir os seus deveres conjugais para com a sua mulher, e da mesma forma a mulher para com o seu marido."
0,1co,7,4,"A mulher não tem autoridade sobre o seu próprio corpo, mas sim o marido. Da mesma forma, o marido não tem autoridade sobre o seu próprio corpo, mas sim a mulher."
0,1co,7,5,"Não se recusem um ao outro, exceto por mútuo consentimento e durante certo tempo, para se dedicarem à oração. Depois, unam-se de novo, para que Satanás não os tente por não terem domínio próprio."
0,1co,7,6,"Digo isso como concessão, e não como mandamento."
0,1co,7,7,"Gostaria que todos os homens fossem como eu; mas cada um tem o seu próprio dom da parte de Deus; um de um modo, outro de outro."
0,1co,7,8,"Digo, porém, aos solteiros e às viúvas: é bom que permaneçam como eu."
0,1co,7,9,"Mas, se não conseguem controlar-se, devem casar-se, pois é melhor casar-se do que ficar ardendo de desejo."
0,1co,7,10,"Aos casados dou este mandamento, não eu, mas o Senhor: que a esposa não se separe do seu marido."
0,1co,7,11,"Mas, se o fizer, que permaneça sem se casar ou, então, reconcilie-se com o seu marido. E o marido não se divorcie da sua mulher."
0,1co,7,12,"Aos outros eu mesmo digo isto, e não o Senhor: se um irmão tem mulher descrente, e ela se dispõe a viver com ele, não se divorcie dela."
0,1co,7,13,"E, se uma mulher tem marido descrente, e ele se dispõe a viver com ela, não se divorcie dele."
0,1co,7,14,"Pois o marido descrente é santificado por meio da mulher, e a mulher descrente é santificada por meio do marido. Se assim não fosse, seus filhos seriam impuros, mas agora são santos."
0,1co,7,15,"Todavia, se o descrente separar-se, que se separe. Em tais casos, o irmão ou a irmã não fica debaixo de servidão; Deus nos chamou para vivermos em paz."
0,1co,7,16,"Você, mulher, como sabe se salvará seu marido? Ou você, marido, como sabe se salvará sua mulher?"
0,1co,7,17,"Entretanto, cada um continue vivendo na condição que o Senhor lhe designou e de acordo com o chamado de Deus. Esta é a minha ordem para todas as igrejas."
0,1co,7,18,Foi alguém chamado sendo já circunciso? Não desfaça a sua circuncisão. Foi alguém chamado sendo incircunciso? Não se circuncide.
0,1co,7,19,"A circuncisão não significa nada, e a incircuncisão também nada é; o que importa é obedecer aos mandamentos de Deus."
0,1co,7,20,Cada um deve permanecer na condição em que foi chamado por Deus.
0,1co,7,21,"Foi você chamado sendo escravo? Não se incomode com isso. Mas, se você puder conseguir a liberdade, consiga-a."
0,1co,7,22,"Pois aquele que, sendo escravo, foi chamado pelo Senhor, é liberto e pertence ao Senhor; semelhantemente, aquele que era livre quando foi chamado, é escravo de Cristo."
0,1co,7,23,Vocês foram comprados por alto preço; não se tornem escravos de homens.
0,1co,7,24,"Irmãos, cada um deve permanecer diante de Deus na condição em que foi chamado."
0,1co,7,25,"Quanto às pessoas virgens, não tenho mandamento do Senhor, mas dou meu parecer como alguém que, pela misericórdia de Deus, é digno de confiança."
0,1co,7,26,"Por causa dos problemas atuais, penso que é melhor o homem permanecer como está."
0,1co,7,27,Você está casado? Não procure separar-se. Está solteiro? Não procure esposa.
0,1co,7,28,"Mas, se vier a casar-se, não comete pecado; e, se uma virgem se casar, também não comete pecado. Mas aqueles que se casarem enfrentarão muitas dificuldades na vida, e eu gostaria de poupá-los disso."
0,1co,7,29,"O que quero dizer é que o tempo é pouco. De agora em diante, aqueles que têm esposa, vivam como se não tivessem;"
0,1co,7,30,"aqueles que choram, como se não chorassem; os que estão felizes, como se não estivessem; os que compram algo, como se nada possuíssem;"
0,1co,7,31,"os que usam as coisas do mundo, como se não as usassem; porque a forma presente deste mundo está passando."
0,1co,7,32,"Gostaria de vê-los livres de preocupações. O homem que não é casado preocupa-se com as coisas do Senhor, em como agradar ao Senhor."
0,1co,7,33,"Mas o homem casado preocupa-se com as coisas deste mundo, em como agradar sua mulher,"
0,1co,7,34,"e está dividido. Tanto a mulher não casada como a virgem preocupam-se com as coisas do Senhor, para serem santas no corpo e no espírito. Mas a casada preocupa-se com as coisas deste mundo, em como agradar seu marido."
0,1co,7,35,"Estou dizendo isso para o próprio bem de vocês; não para lhes impor restrições, mas para que vocês possam viver de maneira correta, em plena consagração ao Senhor."
0,1co,7,36,"Se alguém acha que não está tratando sua filha como é devido e que ela está numa idade madura, pelo que ele se sente obrigado a casá-la, faça como achar melhor. Com isso não peca. Deve permitir que se case."
0,1co,7,37,"Contudo, o que se mantém firme no seu propósito e não é dominado por seus impulsos mas domina sua própria vontade, e resolveu manter solteira sua filha, este também faz bem."
0,1co,7,38,"De modo que aquele que dá sua filha em casamento faz bem, mas o que não a dá em casamento faz melhor."
0,1co,7,39,"A mulher está ligada a seu marido enquanto ele viver. Mas, se o seu marido morrer, ela estará livre para se casar com quem quiser, contanto que ele pertença ao Senhor."
0,1co,7,40,"Em meu parecer, ela será mais feliz se permanecer como está; e penso que também tenho o Espírito de Deus."
0,1co,8,1,"Com respeito aos alimentos sacrificados aos ídolos, sabemos que todos temos conhecimento. O conhecimento traz orgulho, mas o amor edifica."
0,1co,8,2,"Quem pensa conhecer alguma coisa, ainda não conhece como deveria."
0,1co,8,3,"Mas quem ama a Deus, este é conhecido por Deus."
0,1co,8,4,"Portanto, em relação ao alimento sacrificado aos ídolos, sabemos que o ídolo não significa nada no mundo e que só existe um Deus."
0,1co,8,5,"Pois mesmo que haja os chamados deuses, quer no céu, quer na terra, ( como de fato há muitos ""deuses"" e muitos ""senhores"" ),"
0,1co,8,6,"para nós, porém, há um único Deus, o Pai, de quem vêm todas as coisas e para quem vivemos; e um só Senhor, Jesus Cristo, por meio de quem vieram todas as coisas e por meio de quem vivemos."
0,1co,8,7,"Contudo, nem todos têm esse conhecimento. Alguns, ainda habituados com os ídolos, comem esse alimento como se fosse um sacrifício idólatra; e como a consciência deles é fraca, esta fica contaminada."
0,1co,8,8,"A comida, porém, não nos torna aceitáveis diante de Deus; não seremos piores se não comermos, nem melhores se comermos."
0,1co,8,9,"Contudo, tenham cuidado para que o exercício da liberdade de vocês não se torne uma pedra de tropeço para os fracos."
0,1co,8,10,"Pois, se alguém que tem a consciência fraca vir você que tem este conhecimento comer num templo de ídolos, não será induzido a comer do que foi sacrificado a ídolos?"
0,1co,8,11,"Assim, esse irmão fraco, por quem Cristo morreu, é destruído por causa do conhecimento que você tem."
0,1co,8,12,"Quando você peca contra seus irmãos dessa maneira, ferindo a consciência fraca deles, peca contra Cristo."
0,1co,8,13,"Portanto, se aquilo que eu como leva o meu irmão a pecar, nunca mais comerei carne, para não fazer meu irmão tropeçar."
0,1co,9,1,"Não sou livre? Não sou apóstolo? Não vi Jesus, nosso Senhor? Não são vocês resultado do meu trabalho no Senhor?"
0,1co,9,2,"Ainda que eu não seja apóstolo para outros, certamente o sou para vocês! Pois vocês são o selo do meu apostolado no Senhor."
0,1co,9,3,Esta é minha defesa diante daqueles que me julgam.
0,1co,9,4,Não temos nós o direito de comer e beber?
0,1co,9,5,"Não temos nós o direito de levar conosco uma esposa crente como fazem os outros apóstolos, os irmãos do Senhor e Pedro?"
0,1co,9,6,Ou será que apenas eu e Barnabé não temos o direito de deixar de trabalhar para termos sustento?
0,1co,9,7,Quem serve como soldado às suas próprias custas? Quem planta uma vinha e não come do seu fruto? Quem apascenta um rebanho e não bebe do seu leite?
0,1co,9,8,Não digo isso do ponto de vista meramente humano; a Lei não diz a mesma coisa?
0,1co,9,9,"Pois está escrito na Lei de Moisés: ""Não amordace o boi enquanto ele estiver debulhando o cereal"". Por acaso é com bois que Deus está preocupado?"
0,1co,9,10,"Não é certamente por nossa causa que ele o diz? Sim, isso foi escrito em nosso favor. Porque ""o lavrador quando ara e o debulhador quando debulha, devem fazê-lo na esperança de participar da colheita""."
0,1co,9,11,"Se entre vocês semeamos coisas espirituais, seria demais colhermos de vocês coisas materiais?"
0,1co,9,12,"Se outros têm direito de ser sustentados por vocês, não o temos nós ainda mais? Mas nós nunca usamos desse direito. Pelo contrário, suportamos tudo para não colocar obstáculo algum ao evangelho de Cristo."
0,1co,9,13,"Vocês não sabem que aqueles que trabalham no templo alimentam-se das coisas do templo, e que os que servem diante do altar participam do que é oferecido no altar?"
0,1co,9,14,"Da mesma forma o Senhor ordenou àqueles que pregam o evangelho, que vivam do evangelho."
0,1co,9,15,Mas eu não tenho usado de nenhum desses direitos. Não estou escrevendo na esperança de que vocês façam isso por mim. Prefiro morrer a permitir que alguém me prive deste meu orgulho.
0,1co,9,16,"Contudo, quando prego o evangelho, não posso me orgulhar, pois me é imposta a necessidade de pregar. Ai de mim se não pregar o evangelho!"
0,1co,9,17,"Porque, se prego de livre vontade, tenho recompensa; contudo, como prego por obrigação, estou simplesmente cumprindo uma incumbência a mim confiada."
0,1co,9,18,"Qual é, pois, a minha recompensa? Apenas esta: que, pregando o evangelho, eu o apresente gratuitamente, não usando, assim, dos meus direitos ao pregá-lo."
0,1co,9,19,"Porque, embora seja livre de todos, fiz-me escravo de todos, para ganhar o maior número possível de pessoas."
0,1co,9,20,"Tornei-me judeu para os judeus, a fim de ganhar os judeus. Para os que estão debaixo da lei, tornei-me como se estivesse sujeito à lei, ( embora eu mesmo não esteja debaixo da lei ), a fim de ganhar os que estão debaixo da lei."
0,1co,9,21,"Para os que estão sem lei, tornei-me como sem lei ( embora não esteja livre da lei de Deus, mas sim sob a lei de Cristo ), a fim de ganhar os que não têm a lei."
0,1co,9,22,"Para com os fracos tornei-me fraco, para ganhar os fracos. Tornei-me tudo para com todos, para de alguma forma salvar alguns."
0,1co,9,23,"Faço tudo isso por causa do evangelho, para ser co-participante dele."
0,1co,9,24,"Vocês não sabem que dentre todos os que correm no estádio, apenas um ganha o prêmio? Corram de tal modo que alcancem o prêmio."
0,1co,9,25,"Todos os que competem nos jogos se submetem a um treinamento rigoroso, para obter uma coroa que logo perece; mas nós o fazemos para ganhar uma coroa que dura para sempre."
0,1co,9,26,"Sendo assim, não corro como quem corre sem alvo, e não luto como quem esmurra o ar."
0,1co,9,27,"Mas esmurro o meu corpo e faço dele meu escravo, para que, depois de ter pregado aos outros, eu mesmo não venha a ser reprovado."
0,1co,10,1,"Porque não quero, irmãos, que vocês ignorem o fato de que todos os nossos antepassados estiveram sob a nuvem e todos passaram pelo mar."
0,1co,10,2,"Em Moisés, todos eles foram batizados na nuvem e no mar."
0,1co,10,3,Todos comeram do mesmo alimento espiritual
0,1co,10,4,"e beberam da mesma bebida espiritual; pois bebiam da rocha espiritual que os acompanhava, e essa rocha era Cristo."
0,1co,10,5,"Contudo, Deus não se agradou da maioria deles; por isso os seus corpos ficaram espalhados no deserto."
0,1co,10,6,"Essas coisas ocorreram como exemplos para nós, para que não cobicemos coisas más, como eles fizeram."
0,1co,10,7,"Não sejam idólatras, como alguns deles foram, conforme está escrito: ""O povo se assentou para comer e beber, e levantou-se para se entregar à farra""."
0,1co,10,8,"Não pratiquemos imoralidade, como alguns deles fizeram — e num só dia morreram vinte e três mil."
0,1co,10,9,"Não devemos pôr o Senhor à prova, como alguns deles fizeram — e foram mortos por serpentes."
0,1co,10,10,"E não se queixem, como alguns deles se queixaram — e foram mortos pelo anjo destruidor."
0,1co,10,11,"Essas coisas aconteceram a eles como exemplos e foram escritas como advertência para nós, sobre quem tem chegado o fim dos tempos."
0,1co,10,12,"Assim, aquele que julga estar firme, cuide-se para que não caia!"
0,1co,10,13,"Não sobreveio a vocês tentação que não fosse comum aos homens. E Deus é fiel; ele não permitirá que vocês sejam tentados além do que podem suportar. Mas, quando forem tentados, ele lhes providenciará um escape, para que o possam suportar."
0,1co,10,14,"Por isso, meus amados irmãos, fujam da idolatria."
0,1co,10,15,Estou falando a pessoas sensatas; julguem vocês mesmos o que estou dizendo.
0,1co,10,16,"Não é verdade que o cálice da bênção que abençoamos é uma participação no sangue de Cristo, e que o pão que partimos é uma participação no corpo de Cristo?"
0,1co,10,17,"Por haver um único pão, nós, que somos muitos, somos um só corpo, pois todos participamos de um único pão."
0,1co,10,18,Considerem o povo de Israel: os que comem dos sacrifícios não participam do altar?
0,1co,10,19,"Portanto, que estou querendo dizer? Será que o sacrifício oferecido a um ídolo é alguma coisa? Ou o ídolo é alguma coisa?"
