,livro,cap,versiculos,texto
0,mq,2,3,"Portanto, assim diz o Senhor: ""Estou planejando contra essa gente uma desgraça, da qual vocês não poderão salvar-se. Vocês já não vão andar com arrogância, pois será tempo de desgraça."
0,mq,2,4,"Naquele dia vocês serão ridicularizados; zombarão de vocês com esta triste canção: ‘Estamos totalmente arruinados; dividida foi a propriedade do meu povo. Ele tirou-a de mim! Entregou a invasores as nossas terras’ ""."
0,mq,2,5,"Portanto, vocês não estarão na assembléia do Senhor para a divisão da terra por sorteio."
0,mq,2,6,"""Não preguem"", dizem os seus profetas. ""Não preguem acerca dessas coisas; a desgraça não nos alcançará"". Ó descendência de Jacó,"
0,mq,2,7,"é isto que está sendo falado: ""O Espírito do Senhor perdeu a paciência? É assim que ele age? "" ""As minhas palavras não fazem bem àquele cujos caminhos são retos?"
0,mq,2,8,"Mas ultimamente como inimigos vocês atacam o meu povo. Além da túnica arrancam a capa daqueles que passam confiantes, como quem volta da guerra."
0,mq,2,9,Vocês tiram as mulheres do meu povo de seus lares agradáveis. De seus filhos vocês removem a minha dignidade para sempre.
0,mq,2,10,"Levantem-se, vão embora! Pois este não é o lugar de descanso, porque ele está contaminado, está arruinado, sem que haja remédio."
0,mq,2,11,"Se um mentiroso e enganador vier e disser: ‘Eu pregarei para vocês fartura de vinho e de bebida fermentada’, ele será o profeta deste povo! """
0,mq,2,12,"""Eu vou de fato ajuntar todos vocês, ó Jacó; sim, vou reunir o remanescente de Israel. Eu os ajuntarei como ovelhas num aprisco, como um rebanho numa pastagem; haverá barulho de muita gente."
0,mq,2,13,"Aquele que abre o caminho irá adiante deles; passarão pela porta e sairão. O rei deles, o Senhor, os guiará""."
0,mq,3,1,"Então eu disse: ""Ouçam, vocês que são chefes de Jacó, governantes da nação de Israel. Vocês deveriam conhecer a justiça!"
0,mq,3,2,Mas odeiam o bem e amam o mal; arrancam a pele do meu povo e a carne dos seus ossos.
0,mq,3,3,"Aqueles que comem a carne do meu povo, arrancam a sua pele, despedaçam os seus ossos e cortam-no como se fosse carne para a panela,"
0,mq,3,4,"um dia clamarão ao Senhor, mas ele não lhes responderá. Naquela tempo ele esconderá deles o rosto por causa do mal que eles têm feito."
0,mq,3,5,"Assim diz o Senhor aos profetas que fazem o meu povo desviar-se; quando lhes dão o que mastigar, proclamam paz, mas proclamam guerra santa contra quem não lhes enche a boca:"
0,mq,3,6,"Por tudo isso a noite virá sobre vocês, noite sem visões; haverá trevas, sem adivinhações. O sol se porá para os profetas, e o dia se escurecerá para eles."
0,mq,3,7,"Os videntes ficarão envergonhados, e os adivinhos constrangidos. Todos cobrirão o rosto porque não haverá resposta da parte de Deus""."
0,mq,3,8,"Mas, quanto a mim, graças ao poder do Espírito do Senhor, estou cheio de força e de justiça, para declarar a Jacó a sua transgressão, e a Israel o seu pecado."
0,mq,3,9,"Ouçam isto, vocês que são chefes da descendência de Jacó, governantes da nação de Israel, que detestam a justiça e pervertem tudo o que é justo;"
0,mq,3,10,"que constroem Sião com derramamento de sangue, e Jerusalém com impiedade."
0,mq,3,11,"Seus líderes julgam a troco de suborno, seus sacerdotes ensinam por lucro, e seus profetas adivinham em troca de prata. E ainda se apóiam no Senhor, dizendo: ""O Senhor está no meio de nós. Nenhuma desgraça vai nos acontecer""."
0,mq,3,12,"Por isso, por causa de vocês, Sião será arada como um campo, Jerusalém se tornará um monte de entulho, e a colina do templo, um matagal."
0,mq,4,1,"Nos últimos dias acontecerá que o monte do templo do Senhor será estabelecido como o principal entre os montes; e se elevará acima das colinas, e os povos a ele acorrerão."
0,mq,4,2,"Muitas nações virão, dizendo: ""Venham, subamos ao monte do Senhor, ao templo do Deus de Jacó. Ele nos ensinará os seus caminhos, para que andemos nas suas veredas"". Pois a lei virá de Sião, a palavra do Senhor, de Jerusalém."
0,mq,4,3,"Ele julgará entre muitos povos e resolverá contendas entre nações poderosas e distantes. Das suas espadas, farão arados, e das suas lanças, foices. Nenhuma nação erguerá a espada contra outra, e não aprenderão mais a guerra."
0,mq,4,4,"Todo homem poderá sentar-se debaixo da sua videira e debaixo da sua figueira, e ninguém os incomodará, pois assim falou o Senhor dos Exércitos."
0,mq,4,5,"Pois todas as nações andam, cada uma em nome dos seus deuses, mas nós andaremos no nome do Senhor, o nosso Deus, para todo o sempre."
0,mq,4,6,"""Naquele dia"", declara o Senhor, ""ajuntarei os que tropeçam e reunirei os dispersos, aqueles a quem afligi."
0,mq,4,7,"Farei dos que tropeçam um remanescente, e dos dispersos, uma nação forte. O Senhor reinará sobre eles no monte Sião, daquele dia em diante e para sempre."
0,mq,4,8,"Quanto a você, ó torre do rebanho, ó fortaleza da cidade de Sião, o antigo domínio lhe será restaurado; a realeza virá para a cidade de Jerusalém. """
0,mq,4,9,"Agora, por que gritar tão alto? Você não tem rei? Seu conselheiro morreu, para que a dor seja tão forte como a de uma mulher em trabalho de parto?"
0,mq,4,10,"Contorça-se em agonia, ó cidade de Sião, como a mulher em trabalho de parto, porque agora terá que deixar os seus muros para habitar em campo aberto. Você irá para a Babilônia, e lá você será libertada. Lá o Senhor a resgatará da mão dos seus inimigos."
0,mq,4,11,"Mas agora muitas nações estão reunidas contra você. Elas dizem: ""Que Sião seja profanada, e que isso aconteça diante dos nossos olhos! """
0,mq,4,12,Mas elas não conhecem os pensamentos do Senhor; não compreendem o plano daquele que as ajunta como feixes para a eira.
0,mq,4,13,"""Levante-se e debulhe, ó cidade de Sião, pois eu darei a você chifres de ferro; e cascos de bronze para despedaçar muitas nações"". Você consagrará ao Senhor os ganhos ilícitos delas, e a riqueza delas ao Soberano de toda a terra."
0,mq,5,1,"Reúna suas tropas, ó cidade das tropas, pois há um cerco contra nós. O líder de Israel será ferido na face, com uma vara."
0,mq,5,2,"""Mas tu, Belém-Efrata, embora sejas pequena entre os clãs de Judá, de ti virá para mim aquele que será o governante sobre Israel. Suas origens estão no passado distante, em tempos antigos. """
0,mq,5,3,Por isso os israelitas serão abandonados até que dê à luz a que está em trabalho de parto. Então o restante dos irmãos do governante voltarão para unir-se aos israelitas.
0,mq,5,4,"Ele se estabelecerá e os pastoreará na força do Senhor, na majestade do nome do Senhor, o seu Deus. E eles viverão em segurança, pois a grandeza dele alcançará os confins da terra."
0,mq,5,5,"Ele será a sua paz. Quando os assírios invadirem a nossa terra e marcharem sobre as nossas fortalezas, levantaremos contra eles sete pastores, até oito líderes escolhidos."
0,mq,5,6,"Eles pastorearão a Assíria com a espada, e a terra de Ninrode com a espada empunhada. Eles nos livrarão quando os assírios invadirem a nossa terra, e entrarem por nossas fronteiras."
0,mq,5,7,"O remanescente de Jacó estará no meio de muitos povos como orvalho da parte do Senhor, como aguaceiro sobre a relva; não porá sua esperança no homem nem dependerá dos seres humanos."
0,mq,5,8,"O remanescente de Jacó estará entre as nações, no meio de muitos povos, como um leão entre os animais da floresta, como um leão forte entre rebanhos de ovelhas, leão que, quando ataca, destroça e mutila a presa, sem que ninguém a possa livrar."
0,mq,5,9,"Sua mão se levantará contra os seus adversários, e todos os seus inimigos serão destruídos."
0,mq,5,10,"""Naquele dia"", declara o Senhor, ""matarei os seus cavalos e destruirei os seus carros de guerra."
0,mq,5,11,Destruirei também as cidades da sua terra e arrasarei todas as suas fortalezas.
0,mq,5,12,"Acabarei com a sua feitiçaria, e vocês não farão mais adivinhações."
0,mq,5,13,Destruirei as suas imagens esculpidas e as suas colunas sagradas; vocês não se curvarão mais diante da obra de suas mãos.
0,mq,5,14,Desarraigarei do meio de vocês os seus postes sagrados e derrubarei os seus ídolos.
0,mq,5,15,"Com ira e indignação me vingarei das nações que não me obedeceram. """
0,mq,6,1,"Ouçam o que diz o Senhor: ""Fique de pé, abra processo perante os montes; que as colinas ouçam o que você tem a dizer."
0,mq,6,2,"Ouçam, ó montes, a acusação do Senhor; escutem, alicerces eternos da terra. Pois o Senhor tem uma acusação contra o seu povo; ele está entrando em juízo contra Israel."
0,mq,6,3,"""Meu povo, que foi que eu fiz contra você? Fui muito exigente? Responda-me."
0,mq,6,4,"Eu o tirei do Egito, e o redimi da terra da escravidão; enviei Moisés, Arão e Miriã para conduzi-lo."
0,mq,6,5,"Meu povo, lembre-se do que Balaque, rei de Moabe, pediu e do que Balaão, filho de Beor, respondeu. Recorde a viagem que você fez desde Sitim até Gilgal, e reconheça que os atos do Senhor são justos""."
0,mq,6,6,Com que eu poderia comparecer diante do Senhor e curvar-me perante o Deus exaltado? Deveria oferecer holocaustos de bezerros de um ano?
0,mq,6,7,"Ficaria o Senhor satisfeito com milhares de carneiros, com dez mil ribeiros de azeite? Devo oferecer o meu filho mais velho por causa da minha transgressão, o fruto do meu corpo por causa do meu próprio pecado?"
0,mq,6,8,"Ele mostrou a você, ó homem, o que é bom e o que o Senhor exige: Pratique a justiça, ame a fidelidade e ande humildemente com o seu Deus."
0,mq,6,9,"A voz do Senhor está clamando à cidade; é sensato temer o teu nome! ""Ouçam, tribo de Judá e assembléia da cidade!"
0,mq,6,10,"Não há, na casa do ímpio, o tesouro da impiedade, e a medida falsificada, que é maldita?"
0,mq,6,11,Poderia alguém ser puro com balanças desonestas e pesos falsos?
0,mq,6,12,"Os ricos dentre vocês são violentos; o seu povo é mentiroso, e as suas línguas falam enganosamente."
0,mq,6,13,"Por isso, eu mesmo os farei sofrer e os arruinarei por causa dos seus pecados."
0,mq,6,14,"Vocês comerão, mas não ficarão satisfeitos; continuarão de estômago vazio. Vocês ajuntarão, mas nada preservarão, porquanto o que guardarem, à espada entregarei."
0,mq,6,15,"Vocês plantarão, mas não colherão; espremerão azeitonas, mas não se ungirão com o azeite; espremerão uvas, mas não beberão o vinho."
0,mq,6,16,"Porque vocês têm obedecido aos decretos de Onri e a todas as práticas da família de Acabe, e têm seguido as tradições deles. Por isso os entregarei à ruína e o seu povo ao desprezo; vocês sofrerão a zombaria das nações. """
0,mq,7,1,"Que desgraça a minha! Sou como quem colhe frutos de verão na respiga da vinha; não há nenhum cacho de uvas para provar, nenhum figo novo que eu tanto desejo."
0,mq,7,2,Os piedosos desapareceram do país; não há um justo sequer. Todos estão à espreita para derramar sangue; cada um caça seu irmão com um laço.
0,mq,7,3,"Com as mãos prontas para fazer o mal, o governante exige presentes, o juiz aceita suborno, os poderosos impõem o que querem; todos tramam em conjunto."
0,mq,7,4,"O melhor deles é como espinheiro, e o mais correto é pior que uma cerca de espinhos. Chegou o dia anunciado pelas suas sentinelas, o dia do castigo de Deus. Agora reinará a confusão entre eles."
0,mq,7,5,Não confiem nos vizinhos; nem acreditem nos amigos. Até com aquela que o abraça tenha cada um cuidado com o que diz.
0,mq,7,6,"Pois o filho despreza o pai, a filha se rebela contra a mãe, a nora, contra a sogra; os inimigos do homem são os seus próprios familiares."
0,mq,7,7,"Mas, quanto a mim, ficarei atento ao Senhor, esperando em Deus, o meu Salvador, pois o meu Deus me ouvirá."
0,mq,7,8,"Não se alegre a minha inimiga com a minha desgraça. Embora eu tenha caído, eu me levantarei. Embora eu esteja morando nas trevas, o Senhor será a minha luz."
0,mq,7,9,"Por eu ter pecado contra o Senhor, suportarei a sua ira, até que ele apresente a minha defesa e estabeleça o meu direito. Ele me fará sair para a luz; contemplarei a sua justiça."
0,mq,7,10,"Então a minha inimiga o verá e ficará coberta de vergonha, ela que me disse: ""Onde está o Senhor, o seu Deus? "" Meus olhos verão a sua queda; ela será pisada como o barro das ruas."
0,mq,7,11,"O dia da reconstrução dos seus muros chegará, o dia em que se ampliarão as suas fronteiras virá."
0,mq,7,12,"Naquele dia virá a você gente desde a Assíria até o Egito, e desde o Egito até o Eufrates, de mar a mar e de montanha a montanha."
0,mq,7,13,"Mas a terra será desolada por causa dos seus habitantes, em conseqüência de suas ações."
0,mq,7,14,"Pastoreia o teu povo com o teu cajado, o rebanho da tua herança, que vive à parte numa floresta, em férteis pastagens. Deixa-os pastar em Basã e em Gileade, como antigamente."
0,mq,7,15,"""Como nos dias em que você saiu do Egito, ali mostrarei as minhas maravilhas""."
0,mq,7,16,"As nações verão isso e se envergonharão, despojadas de todo o seu poder. Porão a mão na boca, e taparão os ouvidos."
0,mq,7,17,"Lamberão o pó como a serpente, como animais que se arrastam no chão. Sairão tremendo das suas fortalezas; com temor se voltarão para o Senhor, o nosso Deus, e terão medo de ti."
0,mq,7,18,"Quem é comparável a ti, ó Deus, que perdoas o pecado e esqueces a transgressão do remanescente da sua herança? Tu que não permaneces irado para sempre, mas tens prazer em mostrar amor."
0,mq,7,19,De novo terás compaixão de nós; pisarás as nossas maldades e atirarás todos os nossos pecados nas profundezas do mar.
0,mq,7,20,"Mostrarás fidelidade a Jacó, e bondade a Abraão, conforme prometeste sob juramento aos nossos antepassados, na antigüidade."
