,livro,cap,versiculos,texto
0,1tm,2,6,o qual se entregou a si mesmo como resgate por todos. Esse foi o testemunho dado em seu próprio tempo.
0,1tm,2,7,"Para isso fui designado pregador e apóstolo mestre da verdadeira fé aos gentios. Digo-lhes a verdade, não minto."
0,1tm,2,8,"Quero, pois, que os homens orem em todo lugar, levantando mãos santas, sem ira e sem discussões."
0,1tm,2,9,"Da mesma forma quero que as mulheres se vistam modestamente, com decência e discrição, não se adornando com tranças, nem ouro, nem pérolas, nem roupas caras,"
0,1tm,2,10,"mas com boas obras, como convém a mulheres que professam adorar a Deus."
0,1tm,2,11,"A mulher deve aprender em silêncio, com toda a sujeição."
0,1tm,2,12,"Não permito que a mulher ensine, nem que tenha autoridade sobre o homem. Esteja, porém, em silêncio."
0,1tm,2,13,"Porque primeiro foi formado Adão, e depois Eva."
0,1tm,2,14,"E Adão não foi enganado, mas sim a mulher, que, tendo sido enganada, tornou-se transgressora."
0,1tm,2,15,"Entretanto, a mulher será salva dando à luz filhos — se elas permanecerem na fé, no amor e na santidade, com bom senso."
0,1tm,3,1,"Esta afirmação é digna de confiança: se alguém deseja ser bispo, deseja uma nobre função."
0,1tm,3,2,"É necessário, pois, que o bispo seja irrepreensível, marido de uma só mulher, sóbrio, prudente, respeitável, hospitaleiro e apto para ensinar;"
0,1tm,3,3,"não deve ser apegado ao vinho, nem violento, mas sim amável, pacífico e não apegado ao dinheiro."
0,1tm,3,4,"Ele deve governar bem sua própria família, tendo os filhos sujeitos a ele, com toda a dignidade."
0,1tm,3,5,"Pois, se alguém não sabe governar sua própria família, como poderá cuidar da igreja de Deus?"
0,1tm,3,6,"Não pode ser recém-convertido, para que não se ensoberbeça e caia na mesma condenação em que caiu o diabo."
0,1tm,3,7,"Também deve ter boa reputação perante os de fora, para que não caia em descrédito nem na cilada do diabo."
0,1tm,3,8,"Os diáconos igualmente devem ser dignos, homens de palavra, não amigos de muito vinho nem de lucros desonestos."
0,1tm,3,9,Devem apegar-se ao mistério da fé com a consciência limpa.
0,1tm,3,10,"Devem ser primeiramente experimentados; depois, se não houver nada contra eles, que atuem como diáconos."
0,1tm,3,11,"As mulheres igualmente sejam dignas, não caluniadoras, mas sóbrias e confiáveis em tudo."
0,1tm,3,12,O diácono deve ser marido de uma só mulher e governar bem seus filhos e sua própria casa.
0,1tm,3,13,Os que servirem bem alcançarão uma excelente posição e grande determinação na fé em Cristo Jesus.
0,1tm,3,14,Escrevo-lhe estas coisas embora espere ir vê-lo em breve;
0,1tm,3,15,"mas, se eu demorar, saiba como as pessoas devem comportar-se na casa de Deus, que é a igreja do Deus vivo, coluna e fundamento da verdade."
0,1tm,3,16,"Não há dúvida de que é grande o mistério da piedade: Deus foi manifestado em corpo, justificado no Espírito, visto pelos anjos, pregado entre as nações, crido no mundo, recebido na glória."
0,1tm,4,1,O Espírito diz claramente que nos últimos tempos alguns abandonarão a fé e seguirão espíritos enganadores e doutrinas de demônios.
0,1tm,4,2,"Tais ensinamentos vêm de homens hipócritas e mentirosos, que têm a consciência cauterizada"
0,1tm,4,3,e proíbem o casamento e o consumo de alimentos que Deus criou para serem recebidos com ação de graças pelos que crêem e conhecem a verdade.
0,1tm,4,4,"Pois tudo o que Deus criou é bom, e nada deve ser rejeitado, se for recebido com ação de graças,"
0,1tm,4,5,pois é santificado pela palavra de Deus e pela oração.
0,1tm,4,6,"Se você transmitir essas instruções aos irmãos, será um bom ministro de Cristo Jesus, nutrido com as verdades da fé e da boa doutrina que tem seguido."
0,1tm,4,7,"Rejeite, porém, as fábulas profanas de velhas e exercite-se na piedade."
0,1tm,4,8,"O exercício físico é de pouco proveito; a piedade, porém, para tudo é proveitosa, porque tem promessa da vida presente e da futura."
0,1tm,4,9,Esta é uma afirmação fiel e digna de plena aceitação.
0,1tm,4,10,"Se trabalhamos e lutamos é porque temos colocado a nossa esperança no Deus vivo, o Salvador de todos os homens, especialmente dos que crêem."
0,1tm,4,11,Ordene e ensine estas coisas.
0,1tm,4,12,"Ninguém o despreze pelo fato de você ser jovem, mas seja um exemplo para os fiéis na palavra, no procedimento, no amor, na fé e na pureza."
0,1tm,4,13,"Até a minha chegada, dedique-se à leitura pública da Escritura, à exortação e ao ensino."
0,1tm,4,14,Não negligencie o dom que lhe foi dado por mensagem profética com imposição de mãos dos presbíteros.
0,1tm,4,15,"Seja diligente nestas coisas; dedique-se inteiramente a elas, para que todos vejam o seu progresso."
0,1tm,4,16,"Atente bem para a sua própria vida e para a doutrina, perseverando nesses deveres, pois, fazendo isso, você salvará tanto a si mesmo quanto aos que o ouvem."
0,1tm,5,1,"Não repreenda asperamente ao homem idoso, mas exorte-o como se ele fosse seu pai; trate os jovens como a irmãos;"
0,1tm,5,2,"as mulheres idosas, como a mães; e as moças, como a irmãs, com toda a pureza."
0,1tm,5,3,Trate adequadamente as viúvas que são realmente necessitadas.
0,1tm,5,4,"Mas se uma viúva tem filhos ou netos, que estes aprendam primeiramente a colocar a sua religião em prática, cuidando de sua própria família e retribuindo o bem recebido de seus pais e avós, pois isso agrada a Deus."
0,1tm,5,5,A viúva realmente necessitada e desamparada põe sua esperança em Deus e persiste dia e noite em oração e em súplica.
0,1tm,5,6,"Mas a que vive para os prazeres, ainda que esteja viva, está morta."
0,1tm,5,7,Ordene estas coisas para que sejam irrepreensíveis.
0,1tm,5,8,"Se alguém não cuida de seus parentes, e especialmente dos de sua própria família, negou a fé e é pior que um descrente."
0,1tm,5,9,"Nenhuma mulher deve ser inscrita na lista de viúvas, a não ser que tenha mais de sessenta anos de idade, tenha sido fiel a seu marido"
0,1tm,5,10,"e seja bem conhecida por suas boas obras, tais como criar filhos, ser hospitaleira, lavar os pés dos santos, socorrer os atribulados e dedicar-se a todo tipo de boa obra."
0,1tm,5,11,"Não inclua nessa lista as viúvas mais jovens, pois, quando os seus desejos sensuais superam a sua dedicação a Cristo, querem se casar."
0,1tm,5,12,"Assim, elas trazem condenação sobre si, por haverem rompido seu primeiro compromisso."
0,1tm,5,13,"Além disso, aprendem a ficar ociosas, andando de casa em casa; e não se tornam apenas ociosas, mas também fofoqueiras e indiscretas, falando coisas que não devem."
0,1tm,5,14,"Portanto, aconselho que as viúvas mais jovens se casem, tenham filhos, administrem suas casas e não dêem ao inimigo nenhum motivo para maledicência."
0,1tm,5,15,"Algumas, na verdade, já se desviaram, para seguir a Satanás."
0,1tm,5,16,"Se alguma mulher crente tem viúvas em sua família, deve ajudá-las. Não seja a igreja sobrecarregada com elas, a fim de que as viúvas realmente necessitadas sejam auxiliadas."
0,1tm,5,17,"Os presbíteros que lideram bem a igreja são dignos de dupla honra, especialmente aqueles cujo trabalho é a pregação e o ensino,"
0,1tm,5,18,"pois a Escritura diz: ""Não amordace o boi enquanto está debulhando o cereal"", e ""o trabalhador merece o seu salário""."
0,1tm,5,19,"Não aceite acusação contra um presbítero, se não for apoiada por duas ou três testemunhas."
0,1tm,5,20,"Os que pecarem deverão ser repreendidos em público, para que os demais também temam."
0,1tm,5,21,"Eu o exorto solenemente, diante de Deus, de Cristo Jesus e dos anjos eleitos, a que procure observar essas instruções sem parcialidade; e não faça nada por favoritismo."
0,1tm,5,22,Não se precipite em impor as mãos sobre ninguém e não participe dos pecados dos outros. Conserve-se puro.
0,1tm,5,23,"Não continue a beber somente água; tome também um pouco de vinho, por causa do seu estômago e das suas freqüentes enfermidades."
0,1tm,5,24,"Os pecados de alguns são evidentes, mesmo antes de serem submetidos a julgamento; enquanto que os pecados de outros se manifestam posteriormente."
0,1tm,5,25,"Da mesma forma, as boas obras são evidentes, e as que não o são não podem permanecer ocultas."
0,1tm,6,1,"Todos os que estão sob o jugo da escravidão devem considerar seus senhores como dignos de todo o respeito, para que o nome de Deus e o nosso ensino não sejam blasfemados."
0,1tm,6,2,"Os que têm senhores crentes não devem ter por eles menos respeito, pelo fato de serem irmãos; pelo contrário, devem servi-los ainda melhor, porque os que se beneficiam do seu serviço são fiéis e amados. Ensine e recomende essas coisas."
0,1tm,6,3,"Se alguém ensina falsas doutrinas e não concorda com a sã doutrina de nosso Senhor Jesus Cristo e com o ensino que é segundo a piedade,"
0,1tm,6,4,"é orgulhoso e nada entende. Esse tal mostra um interesse doentio por controvérsias e contendas acerca de palavras, que resultam em inveja, brigas, difamações, suspeitas malignas"
0,1tm,6,5,"e atritos constantes entre pessoas que têm a mente corrompida e que são privados da verdade, os quais pensam que a piedade é fonte de lucro."
0,1tm,6,6,"De fato, a piedade com contentamento é grande fonte de lucro,"
0,1tm,6,7,pois nada trouxemos para este mundo e dele nada podemos levar;
0,1tm,6,8,"por isso, tendo o que comer e com que vestir-nos, estejamos com isso satisfeitos."
0,1tm,6,9,"Os que querem ficar ricos caem em tentação, em armadilhas e em muitos desejos descontrolados e nocivos, que levam os homens a mergulharem na ruína e na destruição,"
0,1tm,6,10,"pois o amor ao dinheiro é raiz de todos os males. Algumas pessoas, por cobiçarem o dinheiro, desviaram-se da fé e se atormentaram a si mesmas com muitos sofrimentos."
0,1tm,6,11,"Você, porém, homem de Deus, fuja de tudo isso e busque a justiça, a piedade, a fé, o amor, a perseverança e a mansidão."
0,1tm,6,12,"Combata o bom combate da fé. Tome posse da vida eterna, para a qual você foi chamado e fez a boa confissão na presença de muitas testemunhas."
0,1tm,6,13,"Diante de Deus, que a tudo dá vida, e de Cristo Jesus, que diante de Pôncio Pilatos fez a boa confissão, eu lhe recomendo:"
0,1tm,6,14,"Guarde este mandamento imaculado, irrepreensível, até a manifestação de nosso Senhor Jesus Cristo,"
0,1tm,6,15,"a qual Deus fará se cumprir no seu devido tempo. Ele é o bendito e único Soberano, o Rei dos reis e Senhor dos senhores,"
0,1tm,6,16,"o único que é imortal e habita em luz inacessível, a quem ninguém viu nem pode ver. A ele sejam honra e poder para sempre. Amém."
0,1tm,6,17,"Ordene aos que são ricos no presente mundo que não sejam arrogantes, nem ponham sua esperança na incerteza da riqueza, mas em Deus, que de tudo nos provê ricamente, para a nossa satisfação."
0,1tm,6,18,"Ordene-lhes que pratiquem o bem, sejam ricos em boas obras, generosos e prontos para repartir."
0,1tm,6,19,"Dessa forma, eles acumularão um tesouro para si mesmos, um firme fundamento para a era que há de vir, e assim alcançarão a verdadeira vida."
0,1tm,6,20,"Timóteo, guarde o que lhe foi confiado. Evite as conversas inúteis e profanas e as idéias contraditórias do que é falsamente chamado conhecimento;"
0,1tm,6,21,"professando-o, alguns desviaram-se da fé. A graça seja com vocês."
